PID,name,overall,age,wage_eur,value_eur,diving,handling,kicking,positioning,reflexes,speed,Cluster
1070,M. Stryjek,64,24,1000,750000,65,63,62,63,64,42,Cluster 4
1071,G. Singh Sandhu,64,29,550,475000,64,59,59,62,65,41,Cluster 1
1072,M. Ledesma,64,24,2000,700000,68,61,60,62,62,51,Cluster 1
1073,F. Bonansea,64,23,2000,1100000,69,58,57,62,67,41,Cluster 4
1074,J. McCarthy,64,28,2000,475000,65,64,59,62,67,35,Cluster 1
1075,H. Sandvik,64,31,900,300000,62,64,63,62,62,39,Cluster 1
1076,O. Özenç,64,28,3000,550000,62,63,62,65,66,48,Cluster 1
1077,M. Šarkić,64,23,9000,1000000,65,62,62,63,61,37,Cluster 4
1078,Y. Aygün,64,25,2000,675000,65,64,59,63,65,46,Cluster 1
1079,João Costa,64,25,4000,725000,63,62,57,63,64,24,Cluster 4
1080,J. Hernández,64,24,2000,1100000,64,67,62,65,64,25,Cluster 4
1081,T. Morita,64,30,950,400000,63,61,61,65,63,28,Cluster 1
1082,I. Chicco,64,25,2000,600000,67,65,59,63,63,31,Cluster 4
1083,Nelson Freitosa,64,25,2000,475000,59,47,66,72,74,48,Cluster 1
1084,A. Fisher,64,23,2000,1100000,64,62,66,63,66,34,Cluster 4
1085,N. Baxter,64,22,2000,1100000,66,64,63,65,67,38,Cluster 4
1086,R. Jendrusch,64,25,3000,675000,67,60,59,60,70,35,Cluster 4
1087,M. Şengezer,64,24,5000,1000000,67,62,57,61,66,35,Cluster 4
1088,A. Whiteman,64,22,10000,1100000,66,61,59,62,68,32,Cluster 4
1089,B. Austin,64,22,10000,1100000,69,63,55,64,62,33,Cluster 4
1090,T. Okubo,64,31,950,300000,65,57,58,64,68,26,Cluster 1
1091,N. Insfrán,64,26,3000,675000,65,64,62,65,61,25,Cluster 4
1092,E. McGinty,64,21,500,1000000,64,64,58,63,66,51,Cluster 4
1093,K. Klaesson,64,20,7000,1200000,65,59,62,63,69,34,Cluster 4
1094,N. Trott,64,22,8000,1100000,64,63,66,62,68,37,Cluster 3
1095,J. Cumming,64,21,1000,1300000,64,64,62,63,65,33,Cluster 4
1096,M. Kos,64,24,3000,750000,64,60,57,62,68,41,Cluster 4
1097,Ricardo Fernandes,64,26,1000,600000,61,61,63,64,65,23,Cluster 4
1098,L. Plogmann,64,21,1000,1300000,66,61,61,58,67,40,Cluster 4
1099,S. Laiton,64,21,900,1100000,62,60,60,63,66,48,Cluster 4
1100,M. Cooper,64,21,2000,1100000,65,64,62,61,66,30,Cluster 4
1101,B. Janošević,64,31,2000,300000,64,66,55,66,66,23,Cluster 1
1102,M. Borgogno,64,22,2000,1100000,61,66,60,65,63,40,Cluster 4
1103,G. Bazunu,64,19,1000,1300000,65,63,67,62,66,27,Cluster 4
1104,Fran Vieites,64,22,1000,1100000,67,60,67,59,63,18,Cluster 4
1105,S. Rénot,64,31,3000,300000,61,63,62,65,65,34,Cluster 1
1106,D. Horkaš,64,22,500,1100000,64,61,61,62,66,48,Cluster 4
1107,Đăng Văn Lâm,64,27,2000,525000,65,61,58,65,65,45,Cluster 1
1108,J. Andrésson,64,19,2000,1100000,64,62,61,62,65,25,Cluster 4
1109,P. Gunnarsson,64,20,5000,1200000,68,64,68,64,66,30,Cluster 4
1110,C. Topaloglu,64,29,3000,475000,62,61,66,67,69,26,Cluster 3
1111,G. Dietsch,64,20,2000,1100000,68,63,61,61,65,19,Cluster 4
1112,A. Ivačič,64,27,2000,575000,65,65,60,64,66,37,Cluster 1
1113,L. Unbehaun,64,20,600,1200000,59,60,68,63,67,41,Cluster 4
1114,M. Freese,64,22,1000,1100000,67,64,59,64,67,29,Cluster 4
1115,C. Olses,64,20,500,1400000,65,63,58,62,67,33,Cluster 4
1116,C. Straton,64,31,3000,300000,60,62,61,63,67,31,Cluster 1
1117,E. Vaessen,64,25,1000,675000,65,64,60,61,67,35,Cluster 4
1118,Brian Araújo,64,21,1000,1100000,59,63,58,63,69,22,Cluster 4
1119,L. Chevalier,64,19,2000,1300000,64,63,62,59,66,38,Cluster 4
1120,C. Klaus,64,27,2000,575000,62,66,59,65,66,26,Cluster 4
1121,J. Griffiths,64,19,3000,1200000,64,63,63,62,65,34,Cluster 4
1122,R. Neshcheret,64,19,500,1300000,65,60,62,63,66,26,Cluster 4
1123,A. Gudiño,64,24,8000,1100000,63,62,62,65,67,49,Cluster 3
1124,I. Don,64,39,500,60000,61,62,60,62,65,48,Cluster 1
1125,T. Rojas,64,33,500,190000,65,62,65,64,61,49,Cluster 1
1126,S. Lammens,64,18,500,1300000,70,60,58,58,67,21,Cluster 4
1127,J. Ichimori,64,29,2000,400000,65,60,58,65,66,32,Cluster 1
1128,R. Bacchia,64,22,2000,1000000,65,62,57,66,64,28,Cluster 4
1129,R. Brüseke,64,27,550,500000,66,60,62,63,66,44,Cluster 1
1130,A. Lis,64,29,900,475000,65,61,59,62,67,42,Cluster 1
1131,R. Strączek,64,22,700,1100000,66,62,59,64,67,24,Cluster 4
1132,F. Iacob,64,27,2000,575000,64,64,67,48,71,47,Cluster 1
1133,M. Eșanu,64,22,950,1100000,67,58,53,62,69,27,Cluster 4
1134,A. Stergiakis,64,22,6000,1100000,61,63,71,59,72,34,Cluster 3
1135,T. Marchiori,64,26,2000,675000,60,67,61,67,66,29,Cluster 4
1136,S. Péan,64,21,800,1100000,68,62,59,64,71,29,Cluster 4
1137,G. Valle,64,25,500,725000,66,61,60,60,65,26,Cluster 4
1138,N. Michael,64,27,500,575000,60,58,69,68,64,23,Cluster 4
1139,Christian Gómez,64,21,5000,1300000,64,62,61,63,66,40,Cluster 4
1140,M. Gilks,63,39,1000,50000,61,64,61,64,61,36,Cluster 1
1141,S. Eastwood,63,32,2000,240000,63,61,61,63,64,50,Cluster 1
1142,Zhang Lu,63,33,2000,160000,61,59,70,59,70,55,Cluster 1
1143,Cheng Yuelei,63,33,2000,160000,63,63,57,60,62,34,Cluster 1
1144,S. Davies,63,34,2000,80000,63,60,61,62,66,26,Cluster 1
1145,A. Legzdins,63,34,1000,80000,59,61,57,64,64,33,Cluster 1
1146,J. Coppens,63,30,1000,350000,65,60,57,59,67,43,Cluster 1
1147,Li Shuai,63,38,2000,50000,65,64,61,61,62,32,Cluster 1
1148,G. Sandomierski,63,31,1000,250000,60,62,62,62,66,45,Cluster 1
1149,E. Johansen,63,28,1000,400000,58,62,65,60,67,26,Cluster 4
1150,Yoo Hyun,63,36,650,50000,65,56,68,66,60,55,Cluster 1
1151,W. Abdullah,63,35,4000,50000,62,63,70,61,60,36,Cluster 1
1152,A. Bhattacharya,63,31,500,250000,62,57,63,61,65,22,Cluster 1
1153,D. Moldovan,63,31,1000,250000,64,63,60,61,63,36,Cluster 1
1154,J. Day,63,30,2000,325000,67,59,58,64,66,54,Cluster 1
1155,Lee Bum Soo,63,30,1000,350000,64,61,60,61,63,61,Cluster 1
1156,B. Bertrand,63,29,1000,375000,68,61,54,59,65,45,Cluster 1
1157,S. Mandé,63,28,2000,375000,64,59,61,62,64,44,Cluster 1
1158,T. Castella,63,28,3000,350000,63,61,60,63,65,45,Cluster 1
1159,N. Flø,63,25,2000,450000,64,61,55,62,65,39,Cluster 4
1160,P. Farman,63,31,2000,250000,64,60,63,60,66,43,Cluster 1
1161,N. Townsend,63,26,2000,450000,63,62,56,62,64,39,Cluster 1
1162,Park Bae Jong,63,31,950,250000,63,64,57,60,64,54,Cluster 1
1163,S. Lukić,63,41,500,50000,58,63,58,67,63,26,Cluster 1
1164,N. Ibáñez,63,39,1000,50000,61,60,67,66,62,34,Cluster 1
1165,J. Dixon,63,27,2000,475000,62,61,62,63,63,29,Cluster 4
1166,J. Mitchell,63,26,2000,525000,64,61,63,61,65,51,Cluster 1
1167,A. Noppert,63,27,2000,500000,65,61,62,64,61,47,Cluster 1
1168,R. Muñoz,63,39,500,50000,61,63,62,64,63,46,Cluster 1
1169,O. Hadžikić,63,25,2000,525000,62,60,59,63,63,41,Cluster 4
1170,D. Węglarz,63,25,1000,525000,62,63,61,60,65,32,Cluster 4
1171,A. Mandrea,63,24,3000,625000,67,56,57,59,70,44,Cluster 4
1172,Han Rongze,63,28,3000,375000,63,61,64,64,64,41,Cluster 1
1173,Lee Tae Hee,63,26,950,550000,62,61,59,62,64,44,Cluster 1
1174,E. Ersu,63,27,3000,450000,63,61,60,63,66,37,Cluster 1
1175,A. Singh,63,28,700,450000,63,58,53,64,62,44,Cluster 1
1176,H. Konaté,63,26,1000,425000,63,61,62,58,66,53,Cluster 1
1177,T. Loska,63,25,1000,550000,64,60,59,61,68,37,Cluster 4
1178,D. Mitov,63,24,1000,575000,64,61,61,62,63,61,Cluster 1
1179,L. Andrenacci,63,26,3000,375000,62,65,59,63,63,50,Cluster 1
1180,Samu Casado,63,24,1000,825000,63,62,59,57,69,44,Cluster 4
1181,R. Sallinger,63,25,1000,525000,67,59,64,59,64,44,Cluster 1
1182,D. Reimann,63,24,700,575000,66,55,69,57,68,45,Cluster 4
1183,W. Jääskeläinen,63,22,1000,925000,64,62,63,62,64,36,Cluster 4
1184,Carlos Travisso,63,25,3000,400000,68,43,64,64,72,55,Cluster 1
1185,İ. Çipe,63,26,8000,475000,62,65,64,65,62,45,Cluster 3
1186,N. Tzanev,63,24,1000,575000,62,63,60,63,65,46,Cluster 4
1187,D. Margush,63,23,1000,825000,61,63,61,63,64,30,Cluster 4
1188,Chi Wenyi,63,33,2000,160000,63,60,61,63,64,20,Cluster 1
1189,A. Tarbell,63,27,1000,450000,63,63,58,62,69,29,Cluster 4
1190,K. Otani,63,32,1000,240000,62,65,70,60,67,43,Cluster 1
1191,Y. Rokutan,63,34,850,80000,62,60,58,66,62,32,Cluster 1
1192,T. Hayashi,63,38,1000,50000,60,65,60,65,59,27,Cluster 1
1193,S. Mbaye,63,25,750,550000,64,63,66,58,64,26,Cluster 4
1194,R. McCrorie,63,23,6000,925000,62,63,63,62,64,32,Cluster 4
1195,Óscar López,63,22,1000,925000,67,65,59,58,62,30,Cluster 4
1196,B. Ozegovic,63,21,1000,825000,63,60,58,63,66,35,Cluster 4
1197,Z. Al Bawardi,63,24,4000,625000,67,62,65,62,63,28,Cluster 4
1198,E. Balcombe,63,21,5000,925000,64,62,61,61,65,40,Cluster 4
1199,A. Türkaslan,63,26,2000,525000,64,62,64,55,68,16,Cluster 4
1200,L. Dias,63,22,1000,925000,64,63,59,61,63,28,Cluster 4
1201,N. Bishop,63,21,9000,1000000,64,62,60,63,64,20,Cluster 4
1202,W. Popp,63,26,850,475000,61,60,67,63,61,34,Cluster 4
1203,K. Tanno,63,35,1000,50000,63,67,58,63,58,25,Cluster 1
1204,M. Tagliamonte,63,23,2000,925000,60,58,62,67,65,38,Cluster 4
1205,K. Kunz,63,29,2000,375000,65,62,51,64,62,28,Cluster 1
1206,J. Pantemis,63,24,1000,625000,63,63,55,67,63,36,Cluster 4
1207,D. Desprez,63,22,2000,925000,63,60,59,61,65,24,Cluster 4
1208,A. Nurudeen,63,22,2000,1000000,72,57,58,60,70,22,Cluster 4
1209,Valera,63,24,2000,625000,63,60,58,66,61,39,Cluster 4
1210,S. George,63,23,2000,825000,65,60,60,60,65,39,Cluster 4
1211,J. Hoekstra,63,22,1000,925000,63,62,56,64,63,24,Cluster 4
1212,A. Akbulut,63,20,3000,1000000,65,61,59,64,68,33,Cluster 4
1213,Rodolfo Cardoso,63,23,950,825000,64,60,57,61,64,25,Cluster 4
1214,L. Ingolotti,63,21,1000,925000,64,63,55,60,64,31,Cluster 4
1215,J. Bartels,63,22,650,1000000,65,65,61,63,64,25,Cluster 4
1216,T. Kodama,63,33,2000,160000,64,60,64,66,61,24,Cluster 1
1217,L. Hroššo,63,34,2000,80000,64,64,60,63,62,17,Cluster 1
1218,E. Selvik,63,23,650,925000,64,63,59,63,63,18,Cluster 4
1219,V. Rîmniceanu,63,31,1000,250000,61,62,66,62,62,40,Cluster 1
1220,A. Greab,63,29,1000,325000,57,66,52,60,69,33,Cluster 1
1221,N. Shinton,63,20,2000,1000000,67,62,59,56,68,27,Cluster 4
1222,H. Moldovan,63,23,1000,925000,62,58,60,63,64,40,Cluster 4
1223,João Gonçalves,63,20,2000,900000,62,64,57,67,56,28,Cluster 4
1224,Berto Hórreo,63,21,1000,1000000,64,63,59,61,63,33,Cluster 4
1225,C. Espinoza,63,32,500,240000,66,57,66,65,60,47,Cluster 1
1226,P. Bonet,63,18,700,975000,65,60,58,64,61,17,Cluster 4
1227,J. Pinto,63,41,500,50000,62,65,61,60,63,51,Cluster 1
1228,P. Zubczuk,63,26,500,475000,63,60,62,58,66,44,Cluster 1
1229,Z. Görgen,63,21,1000,1000000,66,60,60,64,69,24,Cluster 4
1230,J. Cárdenas,63,26,500,475000,61,65,62,65,61,46,Cluster 1
1231,R. Farro,63,36,500,50000,60,63,60,62,65,45,Cluster 1
1232,R. Banegas,63,25,500,600000,63,61,60,62,62,22,Cluster 4
1233,Y. Obata,63,19,500,1000000,65,63,59,52,70,44,Cluster 4
1234,S. Osigwe,63,27,2000,500000,65,65,63,61,62,31,Cluster 4
1235,X. Dziekoński,63,17,500,1100000,62,64,62,65,63,32,Cluster 4
1236,J. Olschowsky,63,19,2000,1100000,64,63,64,65,64,20,Cluster 4
1237,A. Helac,63,23,3000,575000,66,65,58,64,67,32,Cluster 4
1238,A. Gremsl,63,26,2000,475000,63,60,61,60,65,43,Cluster 1
1239,G. De Amores,63,26,500,550000,65,63,63,66,62,24,Cluster 4
1240,Kewin,63,26,2000,550000,68,63,59,68,63,23,Cluster 4
1241,F. Jörgensen,63,19,2000,1100000,63,69,68,63,65,36,Cluster 4
1242,M. Delanghe,63,20,2000,1000000,63,62,63,64,65,21,Cluster 4
1243,Javier Izquierdo,63,20,1000,1000000,67,60,57,62,64,50,Cluster 4
1244,L. Hornicek,63,18,500,875000,68,61,59,66,64,23,Cluster 4
1245,Ángel Jiménez,63,19,1000,1000000,65,62,65,63,64,30,Cluster 4
1246,N. Kamifukumoto,63,31,850,250000,60,59,70,63,66,64,Cluster 1
1247,M. Murakami,63,28,900,375000,66,64,62,60,65,25,Cluster 4
1248,G. Castellanos,63,33,500,160000,61,63,60,61,62,32,Cluster 1
1249,Fernando Castro,63,24,1000,625000,68,59,62,64,61,29,Cluster 4
1250,Ramón Juan,63,21,950,625000,60,61,60,63,66,25,Cluster 4
1251,M. Mansilla,63,25,2000,525000,59,65,64,69,65,25,Cluster 4
1252,C. Rushworth,63,19,1000,1100000,63,62,63,62,65,35,Cluster 4
1253,Agirrezabala,63,20,2000,1000000,58,62,63,68,66,26,Cluster 4
1254,Luis López,63,20,11000,1000000,66,62,58,58,63,30,Cluster 4
1255,S. Brown,62,36,1000,45000,63,60,60,61,62,51,Cluster 1
1256,J. Szmatuła,62,40,800,45000,58,61,61,66,60,31,Cluster 1
1257,E. Hernández,62,38,1000,45000,67,54,60,62,62,57,Cluster 1
1258,C. Taborda,62,37,1000,45000,62,61,60,60,58,48,Cluster 1
1259,D. Bouzanis,62,30,2000,275000,62,60,64,61,62,59,Cluster 1
1260,R. O'Donnell,62,32,3000,200000,62,63,61,61,62,52,Cluster 1
1261,Zhang Chong,62,33,2000,130000,62,61,64,61,60,55,Cluster 1
1262,M. Štěch,62,31,3000,210000,64,60,58,63,61,37,Cluster 1
1263,E. Parish,62,31,1000,210000,63,62,61,60,64,40,Cluster 1
1264,M. Gliwa,62,33,650,130000,63,58,61,65,62,30,Cluster 1
1265,M. Buchalik,62,32,1000,200000,61,63,62,67,60,32,Cluster 1
1266,D. Cornell,62,30,2000,275000,63,62,62,61,63,36,Cluster 1
1267,Jung San,62,32,850,200000,63,62,60,60,61,44,Cluster 1
1268,J. Kempin,62,28,1000,325000,63,55,62,64,66,57,Cluster 1
1269,S. Thomas,62,31,750,210000,62,63,58,63,61,44,Cluster 1
1270,D. Blažević,62,28,950,350000,63,57,55,60,66,26,Cluster 4
1271,C. Ripley,62,28,5000,350000,63,62,62,60,64,27,Cluster 4
1272,A. Berardi,62,30,4000,275000,61,58,56,63,64,50,Cluster 1
1273,I. Rodríguez,62,28,1000,325000,70,45,55,64,67,63,Cluster 1
1274,D. Rogers,62,27,2000,375000,64,62,63,62,63,45,Cluster 1
1275,A. Al Kassar,62,30,2000,275000,62,60,54,60,67,40,Cluster 1
1276,A. Al Owayshir,62,30,4000,275000,67,57,60,55,64,38,Cluster 1
1277,P. Sprint,62,28,700,350000,62,58,73,65,61,39,Cluster 1
1278,J. Duncan,62,28,550,325000,62,61,60,60,62,51,Cluster 1
1279,L. Brănescu,62,27,2000,425000,62,60,56,56,65,54,Cluster 1
1280,F. Flückiger,62,30,1000,275000,64,62,59,61,63,44,Cluster 1
1281,A. Al Jadani,62,30,5000,300000,65,58,57,60,64,49,Cluster 1
1282,S. Mohlin,62,25,750,350000,66,58,63,55,67,45,Cluster 1
1283,B. Killip,62,25,2000,500000,62,60,61,62,63,43,Cluster 1
1284,W. Cuesta,62,28,500,375000,60,59,58,68,61,46,Cluster 1
1285,M. Van Damme,62,27,2000,375000,63,58,59,58,65,49,Cluster 1
1286,J. Houwen,62,25,2000,425000,62,61,60,59,62,42,Cluster 1
1287,F. Dornebusch,62,26,2000,375000,63,54,50,62,65,41,Cluster 1
1288,G. Guerrieri,62,25,5000,425000,63,60,59,60,62,44,Cluster 1
1289,Shao Puliang,62,31,1000,210000,58,62,63,63,59,33,Cluster 1
1290,C. Burton,62,24,2000,450000,64,59,60,59,64,42,Cluster 4
1291,H. Lewis,62,23,6000,775000,64,59,57,60,64,32,Cluster 4
1292,Shi Xiaotian,62,31,1000,210000,64,61,57,56,67,38,Cluster 1
1293,J. Rasheed,62,29,950,300000,63,59,61,62,62,30,Cluster 1
1294,J. Rose,62,26,2000,425000,64,60,58,61,64,42,Cluster 1
1295,O. Piri,62,26,2000,425000,64,61,60,62,63,20,Cluster 4
1296,M. Al Furayj,62,33,3000,130000,63,59,58,61,65,45,Cluster 1
1297,M. Sætra,62,24,650,500000,64,61,58,60,64,44,Cluster 4
1298,L. Ward,62,24,2000,475000,62,60,60,61,62,45,Cluster 4
1299,S. Kroll,62,24,2000,775000,63,61,59,58,63,37,Cluster 4
1300,L. McGee,62,25,3000,425000,63,61,60,60,64,37,Cluster 4
1301,D. Sommariva,62,23,650,675000,64,54,61,58,68,42,Cluster 4
1302,T. King,62,26,3000,425000,64,62,60,61,64,42,Cluster 1
1303,H. Burgoyne,62,24,1000,500000,63,62,61,61,62,34,Cluster 4
1304,M. Hauptmeijer,62,24,1000,500000,60,62,60,63,66,34,Cluster 4
1305,Marlon Barninho,62,33,2000,130000,62,60,58,61,63,45,Cluster 1
1306,M. Festa,62,29,2000,275000,65,62,58,59,61,46,Cluster 1
1307,K. Ishikawa,62,28,2000,325000,64,61,56,58,62,22,Cluster 4
1308,K. Matsui,62,35,850,45000,60,61,55,66,60,29,Cluster 1
1309,R. Hironaga,62,31,1000,210000,64,60,60,61,65,26,Cluster 1
1310,N. Klinger,62,25,7000,475000,59,60,63,60,64,33,Cluster 4
1311,M. Pettersen,62,22,700,775000,63,62,58,60,63,24,Cluster 4
1312,O. Hedvall,62,22,1000,775000,66,60,63,60,64,31,Cluster 4
1313,G. Viscarra,62,28,500,325000,64,59,57,66,62,25,Cluster 4
1314,S. Cleveland,62,27,1000,400000,63,59,60,60,65,55,Cluster 1
1315,H. Nakabayashi,62,35,1000,45000,63,59,66,62,64,22,Cluster 1
1316,C. Haas,62,28,2000,350000,63,60,62,62,59,30,Cluster 1
1317,R. Laidlaw,62,28,1000,325000,64,61,58,63,62,25,Cluster 4
1318,A. Damlu,62,21,1000,775000,61,62,56,59,62,24,Cluster 4
1319,J. de Lange,62,23,1000,775000,62,60,61,60,63,25,Cluster 4
1320,J. Klinsmann,62,24,1000,500000,61,59,64,62,65,29,Cluster 4
1321,L. Watkowiak,62,25,2000,475000,59,59,57,63,66,21,Cluster 4
1322,J. García,62,23,2000,775000,67,66,64,57,62,23,Cluster 4
1323,Guo Quanbo,62,23,2000,675000,61,58,56,61,63,51,Cluster 4
1324,Marcos Lavín,62,24,750,475000,60,64,56,58,65,31,Cluster 4
1325,D. Smarsch,62,22,2000,850000,65,62,66,65,63,31,Cluster 4
1326,Y. Fofana,62,20,850,850000,64,60,59,60,63,41,Cluster 4
1327,D. Tomii,62,31,750,210000,65,58,53,63,63,33,Cluster 1
1328,J. Bursztyn,62,23,1000,450000,64,60,58,61,63,27,Cluster 4
1329,D. Bielica,62,22,1000,500000,61,61,58,61,65,38,Cluster 4
1330,F. Faist,62,32,1000,200000,61,62,55,63,60,26,Cluster 1
1331,J. Krahl,62,21,500,850000,69,59,57,52,71,31,Cluster 4
1332,N. Quindt,62,24,500,450000,65,61,58,58,63,28,Cluster 4
1333,K. Bucker,62,25,1000,425000,64,57,56,61,63,31,Cluster 4
1334,M. Hermansen,62,20,1000,750000,63,63,63,62,65,36,Cluster 4
1335,T. Hasal,62,21,750,775000,63,58,52,61,65,27,Cluster 4
1336,D. Ramaj,62,19,1000,825000,65,62,66,61,64,24,Cluster 4
1337,T. Fayulu,62,21,2000,850000,65,63,59,59,64,25,Cluster 4
1338,I. Popescu,62,27,900,400000,63,58,62,59,64,19,Cluster 4
1339,T. Savin,62,20,600,500000,64,62,62,63,63,28,Cluster 4
1340,V. Jaroš,62,19,5000,825000,62,57,63,62,63,39,Cluster 4
1341,F. de Keijzer,62,21,1000,775000,61,62,58,61,63,28,Cluster 4
1342,P. Galindo,62,26,500,425000,62,60,62,61,63,46,Cluster 1
1343,C. Varela,62,21,500,775000,64,59,58,61,63,33,Cluster 4
1344,F. Casanova,62,24,500,475000,64,55,62,59,72,22,Cluster 4
1345,M. Arzamendia,62,23,500,675000,61,60,55,61,62,29,Cluster 4
1346,S. Yoshida,62,24,600,475000,66,58,63,57,65,31,Cluster 4
1347,M. Bakker,62,20,1000,850000,64,60,62,57,62,29,Cluster 4
1348,B. Díaz,62,22,2000,775000,62,59,59,62,66,21,Cluster 4
1349,C. Riveros,62,22,500,700000,61,60,61,62,63,31,Cluster 4
1350,D. Sandy,62,19,500,750000,60,62,60,62,61,31,Cluster 4
1351,M. Correa,62,21,500,775000,64,59,53,55,66,23,Cluster 4
1352,J. Pulskamp,62,20,750,850000,63,60,59,62,62,25,Cluster 4
1353,Jesús Ruiz,62,24,1000,775000,67,53,58,54,72,51,Cluster 4
1354,J. Flere,62,23,3000,675000,61,56,64,58,69,22,Cluster 4
1355,F. Croitoru,62,28,1000,275000,64,61,67,50,61,43,Cluster 1
1356,J. Kersken,62,20,2000,750000,64,63,62,63,64,25,Cluster 4
1357,Victor Méndez,62,21,900,850000,65,62,52,60,64,28,Cluster 4
1358,E. Dos Santos Haesler,62,22,1000,775000,60,63,64,59,62,28,Cluster 4
1359,S. Drljača,62,22,600,775000,64,60,58,59,62,31,Cluster 4
1360,Pere Joan,62,19,1000,900000,53,59,66,66,64,54,Cluster 4
1361,Alfonso Pastor,62,20,2000,750000,69,63,66,58,60,23,Cluster 4
1362,I. Diawara,62,26,1000,400000,66,56,60,65,69,18,Cluster 4
1363,R. Rodríguez,62,34,500,70000,63,61,62,60,63,25,Cluster 1
1364,B. Fall,62,20,3000,850000,62,62,60,61,64,26,Cluster 4
1365,A. Özçimen,62,19,850,900000,64,61,61,59,68,27,Cluster 4
1366,A. Nazih,62,19,500,825000,66,61,59,58,65,41,Cluster 4
1367,G. Serdán,62,26,500,400000,61,60,62,60,64,23,Cluster 4
1368,F. Ferrero,62,25,2000,500000,64,62,59,58,60,32,Cluster 4
1369,I. Vekič,62,23,1000,500000,61,64,67,61,67,30,Cluster 4
1370,Chanza,62,23,950,775000,62,63,64,60,61,33,Cluster 4
1371,B. Jenciragic,62,21,1000,775000,61,58,56,59,65,58,Cluster 4
1372,Lucas Covolan,62,30,2000,275000,61,60,61,62,63,21,Cluster 1
1373,Alejandro Iturbe,62,17,500,875000,63,59,62,60,65,49,Cluster 4
1374,Pablo Valencia,62,20,2000,750000,66,61,60,59,67,22,Cluster 4
1375,J. Murphy,61,39,850,35000,61,60,59,61,62,36,Cluster 1
1376,B. Murphy,61,38,500,35000,61,62,55,62,58,33,Cluster 1
1377,K. Letheren,61,33,1000,110000,61,60,60,59,60,34,Cluster 1
1378,G. Woods,61,30,1000,220000,64,59,60,55,64,51,Cluster 1
1379,M. Oxley,61,30,2000,220000,60,61,62,60,60,30,Cluster 1
1380,T. Hasegawa,61,32,700,160000,56,63,60,60,63,34,Cluster 1
1381,Lee Bum Young,61,32,2000,160000,61,60,59,58,62,39,Cluster 1
1382,Ł. Budziłek,61,30,1000,220000,60,64,63,62,60,37,Cluster 1
1383,S. Fox,61,34,1000,60000,61,60,61,61,62,31,Cluster 1
1384,B. Meredith,61,31,1000,170000,65,60,64,54,64,46,Cluster 1
1385,E. Newton,61,33,1000,110000,60,60,59,62,60,35,Cluster 1
1386,J. Maxted,61,27,3000,350000,61,60,60,58,64,45,Cluster 1
1387,J. Lynch,61,28,2000,250000,64,58,56,58,65,41,Cluster 1
1388,I. Lawlor,61,26,1000,350000,63,58,59,60,63,44,Cluster 1
1389,M. Acton,61,29,1000,275000,63,61,59,58,63,40,Cluster 1
1390,L. Roberts,61,26,3000,325000,62,58,58,60,63,46,Cluster 1
1391,R. Stewart,61,26,1000,350000,62,60,61,60,63,43,Cluster 1
1392,D. Barnes,61,25,2000,400000,61,58,57,61,64,59,Cluster 1
1393,D. Richards,61,27,1000,325000,61,59,58,60,62,35,Cluster 1
1394,J. Coleman,61,25,1000,350000,61,59,62,61,62,44,Cluster 1
1395,G. Sánchez,61,25,500,400000,61,60,60,61,60,43,Cluster 1
1396,Du Jia,61,28,3000,230000,59,55,52,60,63,49,Cluster 1
1397,F. Sollacaro,61,27,950,325000,62,59,56,60,64,44,Cluster 1
1398,K. Haug,61,23,650,625000,61,61,64,59,62,45,Cluster 4
1399,E. Edwards Jr.,61,29,1000,250000,58,64,60,65,57,42,Cluster 1
1400,S. Hornby,61,26,3000,350000,61,59,60,62,63,51,Cluster 1
1401,D. Gyollai,61,24,2000,425000,63,60,60,57,62,45,Cluster 4
1402,J. Wollacott,61,24,2000,425000,61,59,56,58,64,41,Cluster 4
1403,H. Al Watyan,61,24,4000,425000,61,60,58,57,62,48,Cluster 1
1404,O. Evans,61,24,1000,550000,64,60,58,62,64,39,Cluster 4
1405,J. Eastwood,61,24,3000,625000,62,60,59,59,61,37,Cluster 4
1406,Y. Takeda,61,34,950,60000,59,60,56,66,60,26,Cluster 1
1407,M. Hayashi,61,24,1000,400000,64,57,62,60,62,33,Cluster 4
1408,A. Rivero,61,23,1000,550000,61,59,61,60,62,43,Cluster 4
1409,M. Adamonis,61,24,5000,425000,64,64,54,58,60,21,Cluster 4
1410,M. Funk,61,25,3000,350000,61,59,61,59,62,39,Cluster 1
1411,M. Al Anazi,61,31,2000,170000,61,58,56,63,62,24,Cluster 1
1412,K. McIntosh,61,27,1000,275000,62,60,64,60,62,41,Cluster 1
1413,A. Yiğiter,61,21,1000,650000,63,59,62,58,64,20,Cluster 4
1414,J. Delianov,61,21,500,650000,62,59,58,59,62,26,Cluster 4
1415,I. El Maach,61,21,700,650000,57,55,64,62,65,41,Cluster 4
1416,M. Christiansen,61,20,500,750000,63,61,56,61,62,30,Cluster 4
1417,Campos,61,26,3000,350000,63,60,65,57,65,38,Cluster 1
1418,B. Bayazit,61,22,2000,650000,61,60,42,61,62,24,Cluster 4
1419,B. Lundgaard,61,25,1000,375000,59,61,70,60,59,27,Cluster 4
1420,T. Leysen,61,19,850,675000,66,58,55,60,63,30,Cluster 4
1421,T. Kretzschmar,61,22,500,650000,63,60,58,61,64,42,Cluster 4
